Day,Time,Classroom,Capacity
Saturday,12:00,3,50
Saturday,12:30,3,50
Saturday,13:00,3,50
Saturday,13:30,3,50
Saturday,14:00,3,50
Saturday,14:30,3,50
Saturday,15:00,3,50
Saturday,15:30,3,50
Saturday,16:00,3,50
Saturday,16:30,3,50
Saturday,17:00,3,50
Saturday,17:30,3,50
Saturday,18:00,3,50
Saturday,18:30,3,50
Saturday,19:00,3,50
Saturday,19:30,3,50
Saturday,20:00,3,50
Saturday,20:30,3,50
Saturday,21:00,3,50
Saturday,21:30,3,50
Monday,07:00,301,50
Monday,07:30,301,50
Monday,08:00,301,50
Monday,08:30,301,50
Monday,09:00,301,50
Monday,09:30,301,50
Monday,10:00,301,50
Monday,10:30,301,50
Monday,11:00,301,50
Monday,11:30,301,50
Monday,12:00,301,50
Monday,12:30,301,50
Monday,13:00,301,50
Monday,13:30,301,50
Monday,14:00,301,50
Monday,14:30,301,50
Monday,15:00,301,50
Monday,15:30,301,50
Monday,16:00,301,50
Monday,16:30,301,50
Monday,17:00,301,50
Monday,17:30,301,50
Monday,18:00,301,50
Monday,18:30,301,50
Monday,19:00,301,50
Monday,19:30,301,50
Monday,20:00,301,50
Monday,20:30,301,50
Monday,21:00,301,50
Monday,21:30,301,50
Tuesday,07:00,301,50
Tuesday,07:30,301,50
Tuesday,08:00,301,50
Tuesday,08:30,301,50
Tuesday,09:00,301,50
Tuesday,09:30,301,50
Tuesday,10:00,301,50
Tuesday,10:30,301,50
Tuesday,11:00,301,50
Tuesday,11:30,301,50
Tuesday,12:00,301,50
Tuesday,12:30,301,50
Tuesday,13:00,301,50
Tuesday,13:30,301,50
Tuesday,14:00,301,50
Tuesday,14:30,301,50
Tuesday,15:00,301,50
Tuesday,15:30,301,50
Tuesday,16:00,301,50
Tuesday,16:30,301,50
Tuesday,17:00,301,50
Tuesday,17:30,301,50
Tuesday,18:00,301,50
Tuesday,18:30,301,50
Tuesday,19:00,301,50
Tuesday,19:30,301,50
Tuesday,20:00,301,50
Tuesday,20:30,301,50
Tuesday,21:00,301,50
Tuesday,21:30,301,50
Wednesday,07:00,301,50
Wednesday,07:30,301,50
Wednesday,08:00,301,50
Wednesday,08:30,301,50
Wednesday,09:00,301,50
Wednesday,09:30,301,50
Wednesday,10:00,301,50
Wednesday,10:30,301,50
Wednesday,11:00,301,50
Wednesday,11:30,301,50
Wednesday,12:00,301,50
Wednesday,12:30,301,50
Wednesday,13:00,301,50
Wednesday,13:30,301,50
Wednesday,14:00,301,50
Wednesday,14:30,301,50
Wednesday,15:00,301,50
Wednesday,15:30,301,50
Wednesday,16:00,301,50
Wednesday,16:30,301,50
Wednesday,17:00,301,50
Wednesday,17:30,301,50
Wednesday,18:00,301,50
Wednesday,18:30,301,50
Wednesday,19:00,301,50
Wednesday,19:30,301,50
Wednesday,20:00,301,50
Wednesday,20:30,301,50
Wednesday,21:00,301,50
Wednesday,21:30,301,50
Thursday,07:00,301,50
Thursday,07:30,301,50
Thursday,08:00,301,50
Thursday,08:30,301,50
Thursday,09:00,301,50
Thursday,09:30,301,50
Thursday,10:00,301,50
Thursday,10:30,301,50
Thursday,11:00,301,50
Thursday,11:30,301,50
Thursday,12:00,301,50
Thursday,12:30,301,50
Thursday,13:00,301,50
Thursday,13:30,301,50
Thursday,14:00,301,50
Thursday,14:30,301,50
Thursday,15:00,301,50
Thursday,15:30,301,50
Thursday,16:00,301,50
Thursday,16:30,301,50
Thursday,17:00,301,50
Thursday,17:30,301,50
Thursday,18:00,301,50
Thursday,18:30,301,50
Thursday,19:00,301,50
Thursday,19:30,301,50
Thursday,20:00,301,50
Thursday,20:30,301,50
Thursday,21:00,301,50
Thursday,21:30,301,50
Friday,07:00,301,50
Friday,07:30,301,50
Friday,08:00,301,50
Friday,08:30,301,50
Friday,09:00,301,50
Friday,09:30,301,50
Friday,10:00,301,50
Friday,10:30,301,50
Friday,11:00,301,50
Friday,11:30,301,50
Friday,12:00,301,50
Friday,12:30,301,50
Friday,13:00,301,50
Friday,13:30,301,50
Friday,14:00,301,50
Friday,14:30,301,50
Friday,15:00,301,50
Friday,15:30,301,50
Friday,16:00,301,50
Friday,16:30,301,50
Friday,17:00,301,50
Friday,17:30,301,50
Friday,18:00,301,50
Friday,18:30,301,50
Friday,19:00,301,50
Friday,19:30,301,50
Friday,20:00,301,50
Friday,20:30,301,50
Friday,21:00,301,50
Friday,21:30,301,50
Saturday,07:00,301,50
Saturday,07:30,301,50
Saturday,08:00,301,50
Saturday,08:30,301,50
Saturday,09:00,301,50
Saturday,09:30,301,50
Saturday,10:00,301,50
Saturday,10:30,301,50
Saturday,11:00,301,50
Saturday,11:30,301,50
Saturday,12:00,301,50
Saturday,12:30,301,50
Saturday,13:00,301,50
Saturday,13:30,301,50
Saturday,14:00,301,50
Saturday,14:30,301,50
Saturday,15:00,301,50
Saturday,15:30,301,50
Saturday,16:00,301,50
Saturday,16:30,301,50
Saturday,17:00,301,50
Saturday,17:30,301,50
Saturday,18:00,301,50
Saturday,18:30,301,50
Saturday,19:00,301,50
Saturday,19:30,301,50
Saturday,20:00,301,50
Saturday,20:30,301,50
Saturday,21:00,301,50
Saturday,21:30,301,50
Monday,07:00,302,50
Monday,07:30,302,50
Monday,08:00,302,50
Monday,08:30,302,50
Monday,09:00,302,50
Monday,09:30,302,50
Monday,10:00,302,50
Monday,10:30,302,50
Monday,11:00,302,50
Monday,11:30,302,50
Monday,12:00,302,50
Monday,12:30,302,50
Monday,13:00,302,50
Monday,13:30,302,50
Monday,14:00,302,50
Monday,14:30,302,50
Monday,15:00,302,50
Monday,15:30,302,50
Monday,16:00,302,50
Monday,16:30,302,50
Monday,17:00,302,50
Monday,17:30,302,50
Monday,18:00,302,50
Monday,18:30,302,50
Monday,19:00,302,50
Monday,19:30,302,50
Monday,20:00,302,50
Monday,20:30,302,50
Monday,21:00,302,50
Monday,21:30,302,50
Tuesday,07:00,302,50
Tuesday,07:30,302,50
Tuesday,08:00,302,50
Tuesday,08:30,302,50
Tuesday,09:00,302,50
Tuesday,09:30,302,50
Tuesday,10:00,302,50
Tuesday,10:30,302,50
Tuesday,11:00,302,50
Tuesday,11:30,302,50
Tuesday,12:00,302,50
Tuesday,12:30,302,50
Tuesday,13:00,302,50
Tuesday,13:30,302,50
Tuesday,14:00,302,50
Tuesday,14:30,302,50
Tuesday,15:00,302,50
Tuesday,15:30,302,50
Tuesday,16:00,302,50
Tuesday,16:30,302,50
Tuesday,17:00,302,50
Tuesday,17:30,302,50
Tuesday,18:00,302,50
Tuesday,18:30,302,50
Tuesday,19:00,302,50
Tuesday,19:30,302,50
Tuesday,20:00,302,50
Tuesday,20:30,302,50
Tuesday,21:00,302,50
Tuesday,21:30,302,50
Wednesday,07:00,302,50
Wednesday,07:30,302,50
Wednesday,08:00,302,50
Wednesday,08:30,302,50
Wednesday,09:00,302,50
Wednesday,09:30,302,50
Wednesday,10:00,302,50
Wednesday,10:30,302,50
Wednesday,11:00,302,50
Wednesday,11:30,302,50
Wednesday,12:00,302,50
Wednesday,12:30,302,50
Wednesday,13:00,302,50
Wednesday,13:30,302,50
Wednesday,14:00,302,50
Wednesday,14:30,302,50
Wednesday,15:00,302,50
Wednesday,15:30,302,50
Wednesday,16:00,302,50
Wednesday,16:30,302,50
Wednesday,17:00,302,50
Wednesday,17:30,302,50
Wednesday,18:00,302,50
Wednesday,18:30,302,50
Wednesday,19:00,302,50
Wednesday,19:30,302,50
Wednesday,20:00,302,50
Wednesday,20:30,302,50
Wednesday,21:00,302,50
Wednesday,21:30,302,50
Thursday,07:00,302,50
Thursday,07:30,302,50
Thursday,08:00,302,50
Thursday,08:30,302,50
Thursday,09:00,302,50
Thursday,09:30,302,50
Thursday,10:00,302,50
Thursday,10:30,302,50
Thursday,11:00,302,50
Thursday,11:30,302,50
Thursday,12:00,302,50
Thursday,12:30,302,50
Thursday,13:00,302,50
Thursday,13:30,302,50
Thursday,14:00,302,50
Thursday,14:30,302,50
Thursday,15:00,302,50
Thursday,15:30,302,50
Thursday,16:00,302,50
Thursday,16:30,302,50
Thursday,17:00,302,50
Thursday,17:30,302,50
Thursday,18:00,302,50
Thursday,18:30,302,50
Thursday,19:00,302,50
Thursday,19:30,302,50
Thursday,20:00,302,50
Thursday,20:30,302,50
Thursday,21:00,302,50
Thursday,21:30,302,50
Friday,07:00,302,50
Friday,07:30,302,50
Friday,08:00,302,50
Friday,08:30,302,50
Friday,09:00,302,50
Friday,09:30,302,50
Friday,10:00,302,50
Friday,10:30,302,50
Friday,11:00,302,50
Friday,11:30,302,50
Friday,12:00,302,50
Friday,12:30,302,50
Friday,13:00,302,50
Friday,13:30,302,50
Friday,14:00,302,50
Friday,14:30,302,50
Friday,15:00,302,50
Friday,15:30,302,50
Friday,16:00,302,50
Friday,16:30,302,50
Friday,17:00,302,50
Friday,17:30,302,50
Friday,18:00,302,50
Friday,18:30,302,50
Friday,19:00,302,50
Friday,19:30,302,50
Friday,20:00,302,50
Friday,20:30,302,50
Friday,21:00,302,50
Friday,21:30,302,50
Saturday,07:00,302,50
Saturday,07:30,302,50
Saturday,08:00,302,50
Saturday,08:30,302,50
Saturday,09:00,302,50
Saturday,09:30,302,50
Saturday,10:00,302,50
Saturday,10:30,302,50
Saturday,11:00,302,50
Saturday,11:30,302,50
Saturday,12:00,302,50
Saturday,12:30,302,50
Saturday,13:00,302,50
Saturday,13:30,302,50
Saturday,14:00,302,50
Saturday,14:30,302,50
Saturday,15:00,302,50
Saturday,15:30,302,50
Saturday,16:00,302,50
Saturday,16:30,302,50
Saturday,17:00,302,50
Saturday,17:30,302,50
Saturday,18:00,302,50
Saturday,18:30,302,50
Saturday,19:00,302,50
Saturday,19:30,302,50
Saturday,20:00,302,50
Saturday,20:30,302,50
Saturday,21:00,302,50
Saturday,21:30,302,50
Monday,07:00,303,50
Monday,07:30,303,50
Monday,08:00,303,50
Monday,08:30,303,50
Monday,09:00,303,50
Monday,09:30,303,50
Monday,10:00,303,50
Monday,10:30,303,50
Monday,11:00,303,50
Monday,11:30,303,50
Monday,12:00,303,50
Monday,12:30,303,50
Monday,13:00,303,50
Monday,13:30,303,50
Monday,14:00,303,50
Monday,14:30,303,50
Monday,15:00,303,50
Monday,15:30,303,50
Monday,16:00,303,50
Monday,16:30,303,50
Monday,17:00,303,50
Monday,17:30,303,50
Monday,18:00,303,50
Monday,18:30,303,50
Monday,19:00,303,50
Monday,19:30,303,50
Monday,20:00,303,50
Monday,20:30,303,50
Monday,21:00,303,50
Monday,21:30,303,50
Tuesday,07:00,303,50
Tuesday,07:30,303,50
Tuesday,08:00,303,50
Tuesday,08:30,303,50
Tuesday,09:00,303,50
Tuesday,09:30,303,50
Tuesday,10:00,303,50
Tuesday,10:30,303,50
Tuesday,11:00,303,50
Tuesday,11:30,303,50
Tuesday,12:00,303,50
Tuesday,12:30,303,50
Tuesday,13:00,303,50
Tuesday,13:30,303,50
Tuesday,14:00,303,50
Tuesday,14:30,303,50
Tuesday,15:00,303,50
Tuesday,15:30,303,50
Tuesday,16:00,303,50
Tuesday,16:30,303,50
Tuesday,17:00,303,50
Tuesday,17:30,303,50
Tuesday,18:00,303,50
Tuesday,18:30,303,50
Tuesday,19:00,303,50
Tuesday,19:30,303,50
Tuesday,20:00,303,50
Tuesday,20:30,303,50
Tuesday,21:00,303,50
Tuesday,21:30,303,50
Wednesday,07:00,303,50
Wednesday,07:30,303,50
Wednesday,08:00,303,50
Wednesday,08:30,303,50
Wednesday,09:00,303,50
Wednesday,09:30,303,50
Wednesday,10:00,303,50
Wednesday,10:30,303,50
Wednesday,11:00,303,50
Wednesday,11:30,303,50
Wednesday,12:00,303,50
Wednesday,12:30,303,50
Wednesday,13:00,303,50
Wednesday,13:30,303,50
Wednesday,14:00,303,50
Wednesday,14:30,303,50
Wednesday,15:00,303,50
Wednesday,15:30,303,50
Wednesday,16:00,303,50
Wednesday,16:30,303,50
Wednesday,17:00,303,50
Wednesday,17:30,303,50
Wednesday,18:00,303,50
Wednesday,18:30,303,50
Wednesday,19:00,303,50
Wednesday,19:30,303,50
Wednesday,20:00,303,50
Wednesday,20:30,303,50
Wednesday,21:00,303,50
Wednesday,21:30,303,50
Thursday,07:00,303,50
Thursday,07:30,303,50
Thursday,08:00,303,50
Thursday,08:30,303,50
Thursday,09:00,303,50
Thursday,09:30,303,50
Thursday,10:00,303,50
Thursday,10:30,303,50
Thursday,11:00,303,50
Thursday,11:30,303,50
Thursday,12:00,303,50
Thursday,12:30,303,50
Thursday,13:00,303,50
Thursday,13:30,303,50
Thursday,14:00,303,50
Thursday,14:30,303,50
Thursday,15:00,303,50
Thursday,15:30,303,50
Thursday,16:00,303,50
Thursday,16:30,303,50
Thursday,17:00,303,50
Thursday,17:30,303,50
Thursday,18:00,303,50
Thursday,18:30,303,50
Thursday,19:00,303,50
Thursday,19:30,303,50
Thursday,20:00,303,50
Thursday,20:30,303,50
Thursday,21:00,303,50
Thursday,21:30,303,50
Friday,07:00,303,50
Friday,07:30,303,50
Friday,08:00,303,50
Friday,08:30,303,50
Friday,09:00,303,50
Friday,09:30,303,50
Friday,10:00,303,50
Friday,10:30,303,50
Friday,11:00,303,50
Friday,11:30,303,50
Friday,12:00,303,50
Friday,12:30,303,50
Friday,13:00,303,50
Friday,13:30,303,50
Friday,14:00,303,50
Friday,14:30,303,50
Friday,15:00,303,50
Friday,15:30,303,50
Friday,16:00,303,50
Friday,16:30,303,50
Friday,17:00,303,50
Friday,17:30,303,50
Friday,18:00,303,50
Friday,18:30,303,50
Friday,19:00,303,50
Friday,19:30,303,50
Friday,20:00,303,50
Friday,20:30,303,50
Friday,21:00,303,50
Friday,21:30,303,50
Saturday,07:00,303,50
Saturday,07:30,303,50
Saturday,08:00,303,50
Saturday,08:30,303,50
Saturday,09:00,303,50
Saturday,09:30,303,50
Saturday,10:00,303,50
Saturday,10:30,303,50
Saturday,11:00,303,50
Saturday,11:30,303,50
Saturday,12:00,303,50
Saturday,12:30,303,50
Saturday,13:00,303,50
Saturday,13:30,303,50
Saturday,14:00,303,50
Saturday,14:30,303,50
Saturday,15:00,303,50
Saturday,15:30,303,50
Saturday,16:00,303,50
Saturday,16:30,303,50
Saturday,17:00,303,50
Saturday,17:30,303,50
Saturday,18:00,303,50
Saturday,18:30,303,50
Saturday,19:00,303,50
Saturday,19:30,303,50
Saturday,20:00,303,50
Saturday,20:30,303,50
Saturday,21:00,303,50
Saturday,21:30,303,50
Monday,07:00,304,50
Monday,07:30,304,50
Monday,08:00,304,50
Monday,08:30,304,50
Monday,09:00,304,50
Monday,09:30,304,50
Monday,10:00,304,50
Monday,10:30,304,50
Monday,11:00,304,50
Monday,11:30,304,50
Monday,12:00,304,50
Monday,12:30,304,50
Monday,13:00,304,50
Monday,13:30,304,50
Monday,14:00,304,50
Monday,14:30,304,50
Monday,15:00,304,50
Monday,15:30,304,50
Monday,16:00,304,50
Monday,16:30,304,50
Monday,17:00,304,50
Monday,17:30,304,50
Monday,18:00,304,50
Monday,18:30,304,50
Monday,19:00,304,50
Monday,19:30,304,50
Monday,20:00,304,50
Monday,20:30,304,50
Monday,21:00,304,50
Monday,21:30,304,50
Tuesday,07:00,304,50
Tuesday,07:30,304,50
Tuesday,08:00,304,50
Tuesday,08:30,304,50
Tuesday,09:00,304,50
Tuesday,09:30,304,50
Tuesday,10:00,304,50
Tuesday,10:30,304,50
Tuesday,11:00,304,50
Tuesday,11:30,304,50
Tuesday,12:00,304,50
Tuesday,12:30,304,50
Tuesday,13:00,304,50
Tuesday,13:30,304,50
Tuesday,14:00,304,50
Tuesday,14:30,304,50
Tuesday,15:00,304,50
Tuesday,15:30,304,50
Tuesday,16:00,304,50
Tuesday,16:30,304,50
Tuesday,17:00,304,50
Tuesday,17:30,304,50
Tuesday,18:00,304,50
Tuesday,18:30,304,50
Tuesday,19:00,304,50
Tuesday,19:30,304,50
Tuesday,20:00,304,50
Tuesday,20:30,304,50
Tuesday,21:00,304,50
Tuesday,21:30,304,50
Wednesday,07:00,304,50
Wednesday,07:30,304,50
Wednesday,08:00,304,50
Wednesday,08:30,304,50
Wednesday,09:00,304,50
Wednesday,09:30,304,50
Wednesday,10:00,304,50
Wednesday,10:30,304,50
Wednesday,11:00,304,50
Wednesday,11:30,304,50
Wednesday,12:00,304,50
Wednesday,12:30,304,50
Wednesday,13:00,304,50
Wednesday,13:30,304,50
Wednesday,14:00,304,50
Wednesday,14:30,304,50
Wednesday,15:00,304,50
Wednesday,15:30,304,50
Wednesday,16:00,304,50
Wednesday,16:30,304,50
Wednesday,17:00,304,50
Wednesday,17:30,304,50
Wednesday,18:00,304,50
Wednesday,18:30,304,50
Wednesday,19:00,304,50
Wednesday,19:30,304,50
Wednesday,20:00,304,50
Wednesday,20:30,304,50
Wednesday,21:00,304,50
Wednesday,21:30,304,50
Thursday,07:00,304,50
Thursday,07:30,304,50
Thursday,08:00,304,50
Thursday,08:30,304,50
Thursday,09:00,304,50
Thursday,09:30,304,50
Thursday,10:00,304,50
Thursday,10:30,304,50
Thursday,11:00,304,50
Thursday,11:30,304,50
Thursday,12:00,304,50
Thursday,12:30,304,50
Thursday,13:00,304,50
Thursday,13:30,304,50
Thursday,14:00,304,50
Thursday,14:30,304,50
Thursday,15:00,304,50
Thursday,15:30,304,50
Thursday,16:00,304,50
Thursday,16:30,304,50
Thursday,17:00,304,50
Thursday,17:30,304,50
Thursday,18:00,304,50
Thursday,18:30,304,50
Thursday,19:00,304,50
Thursday,19:30,304,50
Thursday,20:00,304,50
Thursday,20:30,304,50
Thursday,21:00,304,50
Thursday,21:30,304,50
Friday,07:00,304,50
Friday,07:30,304,50
Friday,08:00,304,50
Friday,08:30,304,50
Friday,09:00,304,50
Friday,09:30,304,50
Friday,10:00,304,50
Friday,10:30,304,50
Friday,11:00,304,50
Friday,11:30,304,50
Friday,12:00,304,50
Friday,12:30,304,50
Friday,13:00,304,50
Friday,13:30,304,50
Friday,14:00,304,50
Friday,14:30,304,50
Friday,15:00,304,50
Friday,15:30,304,50
Friday,16:00,304,50
Friday,16:30,304,50
Friday,17:00,304,50
Friday,17:30,304,50
Friday,18:00,304,50
Friday,18:30,304,50
Friday,19:00,304,50
Friday,19:30,304,50
Friday,20:00,304,50
Friday,20:30,304,50
Friday,21:00,304,50
Friday,21:30,304,50
Saturday,07:00,304,50
Saturday,07:30,304,50
Saturday,08:00,304,50
Saturday,08:30,304,50
Saturday,09:00,304,50
Saturday,09:30,304,50
Saturday,10:00,304,50
Saturday,10:30,304,50
Saturday,11:00,304,50
Saturday,11:30,304,50
Saturday,12:00,304,50
Saturday,12:30,304,50
Saturday,13:00,304,50
Saturday,13:30,304,50
Saturday,14:00,304,50
Saturday,14:30,304,50
Saturday,15:00,304,50
Saturday,15:30,304,50
Saturday,16:00,304,50
Saturday,16:30,304,50
Saturday,17:00,304,50
Saturday,17:30,304,50
Saturday,18:00,304,50
Saturday,18:30,304,50
Saturday,19:00,304,50
Saturday,19:30,304,50
Saturday,20:00,304,50
Saturday,20:30,304,50
Saturday,21:00,304,50
Saturday,21:30,304,50
Monday,07:00,305,50
Monday,07:30,305,50
Monday,08:00,305,50
Monday,08:30,305,50
Monday,09:00,305,50
Monday,09:30,305,50
Monday,10:00,305,50
Monday,10:30,305,50
Monday,11:00,305,50
Monday,11:30,305,50
Monday,12:00,305,50
Monday,12:30,305,50
Monday,13:00,305,50
Monday,13:30,305,50
Monday,14:00,305,50
Monday,14:30,305,50
Monday,15:00,305,50
Monday,15:30,305,50
Monday,16:00,305,50
Monday,16:30,305,50
Monday,17:00,305,50
Monday,17:30,305,50
Monday,18:00,305,50
Monday,18:30,305,50
Monday,19:00,305,50
Monday,19:30,305,50
Monday,20:00,305,50
Monday,20:30,305,50
Monday,21:00,305,50
Monday,21:30,305,50
Tuesday,07:00,305,50
Tuesday,07:30,305,50
Tuesday,08:00,305,50
Tuesday,08:30,305,50
Tuesday,09:00,305,50
Tuesday,09:30,305,50
Tuesday,10:00,305,50
Tuesday,10:30,305,50
Tuesday,11:00,305,50
Tuesday,11:30,305,50
Tuesday,12:00,305,50
Tuesday,12:30,305,50
Tuesday,13:00,305,50
Tuesday,13:30,305,50
Tuesday,14:00,305,50
Tuesday,14:30,305,50
Tuesday,15:00,305,50
Tuesday,15:30,305,50
Tuesday,16:00,305,50
Tuesday,16:30,305,50
Tuesday,17:00,305,50
Tuesday,17:30,305,50
Tuesday,18:00,305,50
Tuesday,18:30,305,50
Tuesday,19:00,305,50
Tuesday,19:30,305,50
Tuesday,20:00,305,50
Tuesday,20:30,305,50
Tuesday,21:00,305,50
Tuesday,21:30,305,50
Wednesday,07:00,305,50
Wednesday,07:30,305,50
Wednesday,08:00,305,50
Wednesday,08:30,305,50
Wednesday,09:00,305,50
Wednesday,09:30,305,50
Wednesday,10:00,305,50
Wednesday,10:30,305,50
Wednesday,11:00,305,50
Wednesday,11:30,305,50
Wednesday,12:00,305,50
Wednesday,12:30,305,50
Wednesday,13:00,305,50
Wednesday,13:30,305,50
Wednesday,14:00,305,50
Wednesday,14:30,305,50
Wednesday,15:00,305,50
Wednesday,15:30,305,50
Wednesday,16:00,305,50
Wednesday,16:30,305,50
Wednesday,17:00,305,50
Wednesday,17:30,305,50
Wednesday,18:00,305,50
Wednesday,18:30,305,50
Wednesday,19:00,305,50
Wednesday,19:30,305,50
Wednesday,20:00,305,50
Wednesday,20:30,305,50
Wednesday,21:00,305,50
Wednesday,21:30,305,50
Thursday,07:00,305,50
Thursday,07:30,305,50
Thursday,08:00,305,50
Thursday,08:30,305,50
Thursday,09:00,305,50
Thursday,09:30,305,50
Thursday,10:00,305,50
Thursday,10:30,305,50
Thursday,11:00,305,50
Thursday,11:30,305,50
Thursday,12:00,305,50
Thursday,12:30,305,50
Thursday,13:00,305,50
Thursday,13:30,305,50
Thursday,14:00,305,50
Thursday,14:30,305,50
Thursday,15:00,305,50
Thursday,15:30,305,50
Thursday,16:00,305,50
Thursday,16:30,305,50
Thursday,17:00,305,50
Thursday,17:30,305,50
Thursday,18:00,305,50
Thursday,18:30,305,50
Thursday,19:00,305,50
Thursday,19:30,305,50
Thursday,20:00,305,50
Thursday,20:30,305,50
Thursday,21:00,305,50
Thursday,21:30,305,50
Friday,07:00,305,50
Friday,07:30,305,50
Friday,08:00,305,50
Friday,08:30,305,50
Friday,09:00,305,50
Friday,09:30,305,50
Friday,10:00,305,50
Friday,10:30,305,50
Friday,11:00,305,50
Friday,11:30,305,50
Friday,12:00,305,50
Friday,12:30,305,50
Friday,13:00,305,50
Friday,13:30,305,50
Friday,14:00,305,50
Friday,14:30,305,50
Friday,15:00,305,50
Friday,15:30,305,50
Friday,16:00,305,50
Friday,16:30,305,50
Friday,17:00,305,50
Friday,17:30,305,50
Friday,18:00,305,50
Friday,18:30,305,50
Friday,19:00,305,50
Friday,19:30,305,50
Friday,20:00,305,50
Friday,20:30,305,50
Friday,21:00,305,50
Friday,21:30,305,50
Saturday,07:00,305,50
Saturday,07:30,305,50
Saturday,08:00,305,50
Saturday,08:30,305,50
Saturday,09:00,305,50
Saturday,09:30,305,50
Saturday,10:00,305,50
Saturday,10:30,305,50
Saturday,11:00,305,50
Saturday,11:30,305,50
Saturday,12:00,305,50
Saturday,12:30,305,50
Saturday,13:00,305,50
Saturday,13:30,305,50
Saturday,14:00,305,50
Saturday,14:30,305,50
Saturday,15:00,305,50
Saturday,15:30,305,50
Saturday,16:00,305,50
Saturday,16:30,305,50
Saturday,17:00,305,50
Saturday,17:30,305,50
Saturday,18:00,305,50
Saturday,18:30,305,50
Saturday,19:00,305,50
Saturday,19:30,305,50
Saturday,20:00,305,50
Saturday,20:30,305,50
Saturday,21:00,305,50
Saturday,21:30,305,50
Monday,07:00,306,50
Monday,07:30,306,50
Monday,08:00,306,50
Monday,08:30,306,50
Monday,09:00,306,50
Monday,09:30,306,50
Monday,10:00,306,50
Monday,10:30,306,50
Monday,11:00,306,50
Monday,11:30,306,50
Monday,12:00,306,50
Monday,12:30,306,50
Monday,13:00,306,50
Monday,13:30,306,50
Monday,14:00,306,50
Monday,14:30,306,50
Monday,15:00,306,50
Monday,15:30,306,50
Monday,16:00,306,50
Monday,16:30,306,50
Monday,17:00,306,50
Monday,17:30,306,50
Monday,18:00,306,50
Monday,18:30,306,50
Monday,19:00,306,50
Monday,19:30,306,50
Monday,20:00,306,50
Monday,20:30,306,50
Monday,21:00,306,50
Monday,21:30,306,50
Tuesday,07:00,306,50
Tuesday,07:30,306,50
Tuesday,08:00,306,50
Tuesday,08:30,306,50
Tuesday,09:00,306,50
Tuesday,09:30,306,50
Tuesday,10:00,306,50
Tuesday,10:30,306,50
Tuesday,11:00,306,50
Tuesday,11:30,306,50
Tuesday,12:00,306,50
Tuesday,12:30,306,50
Tuesday,13:00,306,50
Tuesday,13:30,306,50
Tuesday,14:00,306,50
Tuesday,14:30,306,50
Tuesday,15:00,306,50
Tuesday,15:30,306,50
Tuesday,16:00,306,50
Tuesday,16:30,306,50
Tuesday,17:00,306,50
Tuesday,17:30,306,50
Tuesday,18:00,306,50
Tuesday,18:30,306,50
Tuesday,19:00,306,50
Tuesday,19:30,306,50
Tuesday,20:00,306,50
Tuesday,20:30,306,50
Tuesday,21:00,306,50
Tuesday,21:30,306,50
Wednesday,07:00,306,50
Wednesday,07:30,306,50
Wednesday,08:00,306,50
Wednesday,08:30,306,50
Wednesday,09:00,306,50
Wednesday,09:30,306,50
Wednesday,10:00,306,50
Wednesday,10:30,306,50
Wednesday,11:00,306,50
Wednesday,11:30,306,50
Wednesday,12:00,306,50
Wednesday,12:30,306,50
Wednesday,13:00,306,50
Wednesday,13:30,306,50
Wednesday,14:00,306,50
Wednesday,14:30,306,50
Wednesday,15:00,306,50
Wednesday,15:30,306,50
Wednesday,16:00,306,50
Wednesday,16:30,306,50
Wednesday,17:00,306,50
Wednesday,17:30,306,50
Wednesday,18:00,306,50
Wednesday,18:30,306,50
Wednesday,19:00,306,50
Wednesday,19:30,306,50
Wednesday,20:00,306,50
Wednesday,20:30,306,50
Wednesday,21:00,306,50
Wednesday,21:30,306,50
Thursday,07:00,306,50
Thursday,07:30,306,50
Thursday,08:00,306,50
Thursday,08:30,306,50
Thursday,09:00,306,50
Thursday,09:30,306,50
Thursday,10:00,306,50
Thursday,10:30,306,50
Thursday,11:00,306,50
Thursday,11:30,306,50
Thursday,12:00,306,50
Thursday,12:30,306,50
Thursday,13:00,306,50
Thursday,13:30,306,50
Thursday,14:00,306,50
Thursday,14:30,306,50
Thursday,15:00,306,50
Thursday,15:30,306,50
Thursday,16:00,306,50
Thursday,16:30,306,50
Thursday,17:00,306,50
Thursday,17:30,306,50
Thursday,18:00,306,50
Thursday,18:30,306,50
Thursday,19:00,306,50
Thursday,19:30,306,50
Thursday,20:00,306,50
Thursday,20:30,306,50
Thursday,21:00,306,50
Thursday,21:30,306,50
Friday,07:00,306,50
Friday,07:30,306,50
Friday,08:00,306,50
Friday,08:30,306,50
Friday,09:00,306,50
Friday,09:30,306,50
Friday,10:00,306,50
Friday,10:30,306,50
Friday,11:00,306,50
Friday,11:30,306,50
Friday,12:00,306,50
Friday,12:30,306,50
Friday,13:00,306,50
Friday,13:30,306,50
Friday,14:00,306,50
Friday,14:30,306,50
Friday,15:00,306,50
Friday,15:30,306,50
Friday,16:00,306,50
Friday,16:30,306,50
Friday,17:00,306,50
Friday,17:30,306,50
Friday,18:00,306,50
Friday,18:30,306,50
Friday,19:00,306,50
Friday,19:30,306,50
Friday,20:00,306,50
Friday,20:30,306,50
Friday,21:00,306,50
Friday,21:30,306,50
Saturday,07:00,306,50
Saturday,07:30,306,50
Saturday,08:00,306,50
Saturday,08:30,306,50
Saturday,09:00,306,50
